id,name,created_at,updated_at,intro,page,opt,shows
3653,ОПОРА ШАРОВАЯ,2014-02-15 00:26:13.582582,2015-01-17 21:14:28.206991,"<p>Опора шаровая - это одна из важных деталей автомобиля, она входит в конструкцию подвески. Опора обеспечивает жесткое крепление управляемых колес и сохраняет ограниченную подвижность рычагов в колесной ступице. Когда автомобиль в движении, ведущие колеса делают две функции: позволяют поворачивать и обеспечивают движение автомобиля. Чтобы колеса стояли ровно, легко катились вперед, назад, надежно крепились и хорошо управлялись. Для этого нужна подвеска и опора шаровая в подвеске играет немаловажную роль, она соединяет ступицу управляемого колеса с рычагами подвески.</p>
","<p>Опора шаровая - это одна из важных деталей автомобиля, она входит в конструкцию подвески. Опора обеспечивает жесткое крепление управляемых колес и сохраняет ограниченную подвижность рычагов в колесной ступице. Когда автомобиль в движении, ведущие колеса делают две функции: позволяют поворачивать и обеспечивают движение автомобиля. Чтобы колеса стояли ровно, легко катились вперед, назад, надежно крепились и хорошо управлялись. Для этого нужна подвеска и опора шаровая в подвеске играет немаловажную роль, она соединяет ступицу управляемого колеса с рычагами подвески.&nbsp;</p>

<p>Опора состоит из пальца, который изготовлен из металла, с одной стороны он шарообразный, а с другой стороны он с резьбой, также опора состоит из корпуса в котором сделано шарообразное гнездо и оно заполнено полимером. Палец шарообразным концом вставляется в гнездо корпуса - это исключает люфт, при этом палец свободно перемещается. На соединение палец-корпус одевается пыльник, который изготовлен из резины - это предотвращает попадание грязи и пыли во внутрь этого механизма. Концом с резьбой опора шаровая вставляется в другое отверстие части подвески рычага и крепится к нему при помощи гайки. Благодаря движению шарообразного конца обеспечивается их подвижность в гнезде корпуса.</p>
",,16286
3654,ОСУШИТЕЛЬ ВОЗДУШНЫЙ,2014-02-15 00:26:13.584732,2015-01-17 21:14:28.172938,,,,54
3655,ОСЬ КОРОМЫСЕЛ,2014-02-15 00:26:13.586767,2015-01-17 21:14:27.147764,,,,391
3656,ОТБОЙНИК АМОРТИЗАТОРА,2014-02-15 00:26:13.588844,2015-01-17 21:14:27.139431,"","",,776
3657,ОТБОЙНИК КАПОТА,2014-02-15 00:26:13.590834,2015-01-17 21:14:27.131317,"","",,813
3658,ОТБОЙНИК РЫЧАГА,2014-02-15 00:26:13.592987,2015-01-17 21:14:27.114632,,,,48
3659,ОТБОЙНИК РЫЧАГА ПОДВЕСКИ,2014-02-15 00:26:13.594976,2015-01-17 21:14:27.098212,,,,7
3660,ОТРАЖАТЕЛЬ ОСНОВНОЙ ФАРЫ,2014-02-15 00:26:13.597107,2015-01-17 21:14:27.038238,,,,3
3661,ПАНЕЛЬ ЗАДНЯЯ,2014-02-15 00:26:13.59913,2015-01-17 21:14:26.130897,,,,9041
3662,ПАНЕЛЬ КРЫШИ,2014-02-15 00:26:13.601109,2015-01-17 21:14:26.122616,,,,711
3663,ПАРА ПЛУНЖЕРНАЯ,2014-02-15 00:26:13.603071,2015-01-17 21:14:26.113762,,,,1737
3664,"ПАРКТРОНИК, УСТАНОВОЧНЫЙ КОМПЛЕКТ",2014-02-15 00:26:13.60542,2014-02-15 00:26:13.60542,,,,
3665,ПАТРОН ЛАМПЫ ЗАДНЕГО ФОНАРЯ,2014-02-15 00:26:13.607472,2015-01-17 21:14:26.097768,,,,31
3666,ПАТРОН ЛАМПЫ ОСНОВНОЙ ФАРЫ,2014-02-15 00:26:13.609477,2015-01-17 21:14:26.08942,,,,1
3667,ПАТРОН ЛАМПЫ ПРОТИВОТУМАННОЙ ФАРЫ,2014-02-15 00:26:13.611623,2015-01-17 21:14:26.0813,,,,6
3668,ПАТРУБОК,2014-02-15 00:26:13.613561,2015-01-17 21:14:26.072605,,,,36042
3669,ПАТРУБОК ВЕНТИЛЯЦИИ КАРТЕРА,2014-02-15 00:26:13.61567,2015-01-17 21:14:26.064457,,,,182
3670,ПАТРУБОК ВОЗДУШНОГО ФИЛЬТРА,2014-02-15 00:26:13.617659,2015-01-17 21:14:26.056158,"","",,795
3671,ПАТРУБОК ВОЗДУШНЫЙ,2014-02-15 00:26:13.61964,2015-01-17 21:14:25.992061,,,,1291
3672,ПАТРУБОК СИСТЕМЫ ОХЛАЖДЕНИЯ,2014-02-15 00:26:13.621687,2015-01-17 21:14:24.964842,,,,4046
3673,ПЕДАЛЬ ГАЗА,2014-02-15 00:26:13.630375,2015-01-17 21:14:24.955814,,,,16612
3674,ПЕДАЛЬ ТОРМОЗА,2014-02-15 00:26:13.632398,2015-01-17 21:14:24.947535,,,,8795
3675,ПЕПЕЛЬНИЦА,2014-02-15 00:26:13.634574,2015-01-17 21:14:24.939385,,,,11509
3676,ПЕРЕКЛЮЧАТЕЛЬ,2014-02-15 00:26:13.636587,2015-01-17 21:14:24.930896,,,,77797
3677,ПЕРЕКЛЮЧАТЕЛЬ ПОДРУЛЕВОЙ,2014-02-15 00:26:13.638606,2015-01-17 21:14:24.922779,,,,4960
3678,ПЕТЛЯ ДВЕРИ,2014-02-15 00:26:13.640601,2015-01-17 21:14:24.914292,,,,14861
3679,ПЕТЛЯ КАПОТА,2014-02-15 00:26:13.642702,2015-01-17 21:14:24.905764,,,,1046
3680,ПЛАНКА НАТЯЖИТЕЛЯ ЦЕПИ МАСЛЯНОГО НАСОСА,2014-02-15 00:26:13.644829,2015-01-17 21:14:24.872836,,,,0
3681,ПЛАНКА НАТЯЖИТЕЛЯ ЦЕПИ РАСПРЕДВАЛА,2014-02-15 00:26:13.64687,2015-01-17 21:14:24.626593,"","",,0
3682,ПЛАНКА УСПОКОИТЕЛЯ ЦЕПИ,2014-02-15 00:26:13.648936,2015-01-17 21:14:13.188767,,,,3
3683,ПЛАНКА УСПОКОИТЕЛЯ ЦЕПИ МАСЛЯНОГО НАСОСА,2014-02-15 00:26:13.650955,2015-01-17 21:14:13.180471,,,,0
3684,ПЛАТА ФОНАРЯ,2014-02-15 00:26:13.653108,2015-01-17 21:14:13.17175,,,,640
3685,ПНЕВМОБАЛЛОН,2014-02-15 00:26:13.655184,2015-01-17 21:14:13.155152,"<p>Для автомобилей, которые периодически испытывают перегрузки весом, пневмобаллон является необходимым устройством.&nbsp;Пневмобаллон &ndash; это специальный воздушный баллон, усиливающий подвеску при помощи вставки ее в пружину.</p>
","<p>Для автомобилей, которые периодически испытывают перегрузки весом, пневмобаллон является необходимым устройством.&nbsp;Пневмобаллон &ndash; это специальный воздушный баллон, усиливающий подвеску при помощи вставки ее в пружину.</p>

<p><span style=""line-height: 1.428571429;"">Эта деталь улучшает ходовые качества автомобиля и помогает намного дольше эксплуатировать сами пружины и амортизационные стойки, а также увеличивать, при необходимости, дорожный просвет.</span></p>

<p>Воздушные баллоны сделаны из полиуретана, стойкого к внешним факторам воздействия, поэтому не боятся сверхсильных нагрузок и контакта с пружинами. Закачка воздуха в баллон осуществляется либо обычным насосом, либо устанавливается специальная система с пультом управления.</p>
",,2674
3686,ПОВОДОК СТЕКЛООЧИСТИТЕЛЯ,2014-02-15 00:26:13.657188,2015-01-17 21:14:13.138853,"","",,2314
3687,ПОВТОРИТЕЛЬ УКАЗАТЕЛЯ ПОВОРОТА,2014-02-15 00:26:13.659456,2015-01-17 21:14:13.130694,,,,192
3688,ПОДДОН МАСЛЯНЫЙ,2014-02-15 00:26:13.661522,2015-01-17 21:14:13.121795,,,,1699
3689,ПОДКРЫЛОК,2014-02-15 00:26:13.663559,2015-01-17 21:14:13.105809,"<p>Подрылок &mdash; второе название локер, применяются на автомобилях в защитных целях. Как следует из названия, данная деталь устанавливается между крылом и колесом в арку автомобиля. Подкрылки обеспечивают защиту колесных арок и частично днища автомобиля от внешних воздействий: как абразивных, так и химических.</p>

<p>&nbsp;</p>
","<p>Подрылок&nbsp;&mdash;&nbsp;второе название локер, применяются на автомобилях в защитных целях. Как следует из названия, данная деталь устанавливается между крылом и колесом в арку автомобиля. Подкрылки обеспечивают защиту колесных арок и частично днища автомобиля от внешних воздействий: как абразивных, так и химических. Во время движения по дорогам протектор формирует песчаную струю, которая пагубно влияет на внутреннее покрытие колесных арок (истирание песком и сколы от крупного и мелкого гравия). В зимний период помимо абразивного воздействия возникает проблема химических реагентов, которыми посыпают дороги их воздействие распространяется, также и на механизмы подвески и на их защитные покрытия что приводит к коррозии и дальнейшему разрушению этих деталей механизмов.<br />
Ранее подкрылки изготавливали из стали, алюминия позже из резины либо пластика, эти материалы мало подвержены химическому воздействию поэтому отлично подходят для защиты внутренних поверхностей автомобиля, а дешевизна этих материалов позволяет минимизировать ущерб от абразивного воздействия на эти детали.&nbsp;<br />
В наше время полимерные материалы позволяют с точностью повторять арочное пространство, что при правильной их установке позволяет избежать попадания влаги в зазоры между локером и крылом и это также уберегает ваше авто от коррозии, но это не значит что можно пренебрегать обработкой специальными составами арочного пространства и днища кузова.<br />
Хорошая защита и правильный уход сохраняет ваше авто, ваш кошелек от не лишних трат.</p>
",,29809
